CustomerID,SegmentID,SegmentName,Country,Recency,Frequency,MonetaryValue,TotalItems,UniqueProducts,AverageOrderValue,AverageItemsPerOrder,CustomerLifetimeDays
14117,0,Inactive Low-Activity,United Kingdom,144,1,90.0,72,3,90.0,72.0,0
14118,0,Inactive Low-Activity,United Kingdom,429,1,458.45,97,15,458.45,97.0,0
14119,0,Inactive Low-Activity,United Kingdom,376,2,183.37,177,11,91.69,88.5,343
14121,1,Developing / Moderate,United Kingdom,4,4,2780.15,2082,148,695.04,520.5,56
14122,0,Inactive Low-Activity,United Kingdom,407,3,362.42,114,12,120.81,38.0,331
14123,0,Inactive Low-Activity,United Kingdom,734,1,436.18,234,24,436.18,234.0,0
14124,0,Inactive Low-Activity,United Kingdom,85,1,419.58,1618,4,419.58,1618.0,0
14125,1,Developing / Moderate,United Kingdom,11,3,2720.63,1628,159,906.88,542.67,68
14126,1,Developing / Moderate,United Kingdom,8,4,1172.46,887,37,293.12,221.75,437
14127,1,Developing / Moderate,United Kingdom,123,6,1900.08,828,96,316.68,138.0,303
14128,1,Developing / Moderate,United Kingdom,61,3,924.21,814,50,308.07,271.33,491
14129,2,Recent High-Activity,United Kingdom,2,9,2591.34,1414,40,287.93,157.11,578
14130,1,Developing / Moderate,United Kingdom,320,4,1858.77,1215,189,464.69,303.75,409
14131,0,Inactive Low-Activity,United Kingdom,649,1,168.22,105,45,168.22,105.0,0
14132,2,Recent High-Activity,United Kingdom,3,11,3586.03,3368,100,326.0,306.18,181
14133,1,Developing / Moderate,United Kingdom,130,4,911.14,398,33,227.78,99.5,604
14134,2,Recent High-Activity,United Kingdom,383,15,11123.35,5814,130,741.56,387.6,347
14135,2,Recent High-Activity,United Kingdom,2,24,8839.67,8534,138,368.32,355.58,736
14136,1,Developing / Moderate,United Kingdom,401,5,1570.81,1148,86,314.16,229.6,331
14137,0,Inactive Low-Activity,United Kingdom,696,1,332.7,462,11,332.7,462.0,0
14138,1,Developing / Moderate,United Kingdom,2,2,965.88,600,40,482.94,300.0,62
14139,1,Developing / Moderate,United Kingdom,47,4,1086.8,1049,48,271.7,262.25,496
14140,1,Developing / Moderate,United Kingdom,4,2,935.05,811,60,467.52,405.5,28
14141,1,Developing / Moderate,United Kingdom,3,4,915.13,355,27,228.78,88.75,103
14142,1,Developing / Moderate,United Kingdom,374,2,671.34,518,42,335.67,259.0,273
14143,0,Inactive Low-Activity,United Kingdom,134,1,115.8,30,7,115.8,30.0,0
14144,0,Inactive Low-Activity,United Kingdom,487,1,30.6,12,1,30.6,12.0,0
14145,2,Recent High-Activity,United Kingdom,47,7,7600.05,1655,11,1085.72,236.43,564
14146,2,Recent High-Activity,United Kingdom,9,12,9450.3,5780,337,787.52,481.67,687
14147,2,Recent High-Activity,United Kingdom,79,9,2590.2,995,24,287.8,110.56,562
14148,0,Inactive Low-Activity,United Kingdom,234,2,466.29,223,15,233.15,111.5,181
14149,0,Inactive Low-Activity,United Kingdom,221,1,446.62,218,28,446.62,218.0,0
14150,1,Developing / Moderate,United Kingdom,36,2,658.64,496,23,329.32,248.0,324
14151,0,Inactive Low-Activity,United Kingdom,674,2,679.45,405,44,339.73,202.5,43
14152,2,Recent High-Activity,United Kingdom,76,7,1997.34,1844,104,285.33,263.43,584
14153,0,Inactive Low-Activity,United Kingdom,484,1,233.4,312,17,233.4,312.0,0
14154,2,Recent High-Activity,United Kingdom,240,8,6460.7,3222,236,807.59,402.75,456
14155,0,Inactive Low-Activity,United Kingdom,267,1,118.75,25,6,118.75,25.0,0
14156,2,Recent High-Activity,EIRE,10,156,313437.62,164325,1446,2009.22,1053.37,729
14157,1,Developing / Moderate,United Kingdom,20,5,978.69,521,75,195.74,104.2,627
14158,1,Developing / Moderate,United Kingdom,41,1,507.66,781,41,507.66,781.0,0
14159,2,Recent High-Activity,United Kingdom,20,20,7860.8,6520,706,393.04,326.0,717
14160,1,Developing / Moderate,United Kingdom,611,7,8421.47,4661,80,1203.07,665.86,88
14161,2,Recent High-Activity,United Kingdom,216,7,2996.93,1480,202,428.13,211.43,511
14162,0,Inactive Low-Activity,United Kingdom,174,2,289.36,142,25,144.68,71.0,119
14163,1,Developing / Moderate,United Kingdom,88,5,2594.62,950,42,518.92,190.0,375
14164,1,Developing / Moderate,United Kingdom,71,2,1631.77,1033,28,815.88,516.5,10
14165,0,Inactive Low-Activity,United Kingdom,276,1,120.44,53,23,120.44,53.0,0
14166,0,Inactive Low-Activity,United Kingdom,506,2,251.15,82,39,125.58,41.0,121
14167,2,Recent High-Activity,United Kingdom,40,8,1274.29,340,48,159.29,42.5,642
14168,0,Inactive Low-Activity,United Kingdom,421,2,370.45,147,11,185.22,73.5,144
14169,0,Inactive Low-Activity,United Kingdom,431,2,621.51,205,50,310.75,102.5,14
14170,1,Developing / Moderate,United Kingdom,376,3,570.18,270,123,190.06,90.0,20
14171,1,Developing / Moderate,United Kingdom,99,2,498.79,211,61,249.4,105.5,632
14172,0,Inactive Low-Activity,United Kingdom,606,3,369.02,78,38,123.01,26.0,37
14173,1,Developing / Moderate,United Kingdom,11,6,586.0,194,30,97.67,32.33,720
14174,0,Inactive Low-Activity,United Kingdom,34,1,134.46,94,26,134.46,94.0,0
14175,2,Recent High-Activity,United Kingdom,60,8,7678.88,3009,237,959.86,376.12,568
14176,1,Developing / Moderate,United Kingdom,298,5,756.46,265,33,151.29,53.0,84
14177,2,Recent High-Activity,United Kingdom,87,13,2209.69,1043,141,169.98,80.23,565
14178,1,Developing / Moderate,United Kingdom,9,7,1600.26,1494,191,228.61,213.43,174
14179,1,Developing / Moderate,United Kingdom,41,2,701.57,319,135,350.79,159.5,12
14180,2,Recent High-Activity,United Kingdom,11,33,6117.5,847,125,185.38,25.67,538
14181,0,Inactive Low-Activity,United Kingdom,411,2,308.35,120,48,154.18,60.0,152
14182,0,Inactive Low-Activity,United Kingdom,444,4,678.77,174,42,169.69,43.5,153
14183,0,Inactive Low-Activity,United Kingdom,412,2,278.34,60,27,139.17,30.0,70
14184,0,Inactive Low-Activity,United Kingdom,67,1,452.89,127,24,452.89,127.0,0
14185,0,Inactive Low-Activity,United Kingdom,332,1,197.65,6,3,197.65,6.0,0
14186,1,Developing / Moderate,United Kingdom,428,5,1550.63,1550,75,310.13,310.0,217
14187,0,Inactive Low-Activity,United Kingdom,474,1,123.5,50,8,123.5,50.0,0
14188,1,Developing / Moderate,United Kingdom,31,6,2054.36,1162,34,342.39,193.67,280
14189,2,Recent High-Activity,United Kingdom,3,16,5503.15,4392,199,343.95,274.5,386
14190,0,Inactive Low-Activity,United Kingdom,667,1,79.9,2,1,79.9,2.0,0
14191,2,Recent High-Activity,United Kingdom,2,15,4817.66,3724,147,321.18,248.27,727
14192,0,Inactive Low-Activity,United Kingdom,389,1,293.74,218,14,293.74,218.0,0
14193,1,Developing / Moderate,United Kingdom,68,3,1210.19,653,49,403.4,217.67,329
14194,2,Recent High-Activity,United Kingdom,5,36,18670.59,10037,432,518.63,278.81,698
14195,1,Developing / Moderate,United Kingdom,202,6,2615.6,2144,10,435.93,357.33,433
14196,0,Inactive Low-Activity,United Kingdom,107,1,335.52,142,6,335.52,142.0,0
14197,0,Inactive Low-Activity,United Kingdom,411,1,390.05,143,20,390.05,143.0,0
14198,2,Recent High-Activity,United Kingdom,19,9,1569.73,623,58,174.41,69.22,685
14199,1,Developing / Moderate,United Kingdom,219,4,1091.7,254,15,272.93,63.5,312
14200,0,Inactive Low-Activity,United Kingdom,618,1,379.2,140,21,379.2,140.0,0
14201,2,Recent High-Activity,United Kingdom,61,10,1193.54,806,47,119.35,80.6,528
14202,1,Developing / Moderate,United Kingdom,382,3,847.76,166,27,282.59,55.33,243
14203,0,Inactive Low-Activity,United Kingdom,398,1,339.34,80,16,339.34,80.0,0
14204,2,Recent High-Activity,United Kingdom,3,4,1024.83,469,186,256.21,117.25,735
14205,2,Recent High-Activity,United Kingdom,17,9,2414.2,1342,79,268.24,149.11,626
14206,1,Developing / Moderate,United Kingdom,240,3,1185.01,930,62,395.0,310.0,163
14207,0,Inactive Low-Activity,United Kingdom,688,1,157.8,36,2,157.8,36.0,0
14208,1,Developing / Moderate,United Kingdom,95,2,567.05,529,34,283.52,264.5,457
14209,2,Recent High-Activity,United Kingdom,11,15,4993.27,1739,133,332.88,115.93,676
14210,2,Recent High-Activity,United Kingdom,106,16,5556.57,2511,143,347.29,156.94,597
14211,2,Recent High-Activity,United Kingdom,54,18,4402.29,2575,155,244.57,143.06,677
14212,1,Developing / Moderate,United Kingdom,90,2,2190.14,2046,18,1095.07,1023.0,356
14213,0,Inactive Low-Activity,United Kingdom,405,1,1192.2,244,5,1192.2,244.0,0
14214,1,Developing / Moderate,United Kingdom,31,5,1004.38,751,64,200.88,150.2,247
14215,2,Recent High-Activity,United Kingdom,12,9,3250.33,2181,167,361.15,242.33,720
14216,1,Developing / Moderate,United Kingdom,4,5,2150.04,712,65,430.01,142.4,411
14217,2,Recent High-Activity,United Kingdom,2,23,3298.59,1230,122,143.42,53.48,526
14218,0,Inactive Low-Activity,United Kingdom,43,1,169.48,160,12,169.48,160.0,0
14219,1,Developing / Moderate,United Kingdom,5,3,633.83,363,39,211.28,121.0,489
14220,1,Developing / Moderate,United Kingdom,248,4,1515.0,468,26,378.75,117.0,322
14221,2,Recent High-Activity,United Kingdom,43,17,6517.49,3808,166,383.38,224.0,570
14222,0,Inactive Low-Activity,United Kingdom,178,1,683.17,607,41,683.17,607.0,0
14223,1,Developing / Moderate,United Kingdom,93,3,991.13,585,50,330.38,195.0,172
14224,2,Recent High-Activity,United Kingdom,111,9,1841.71,826,189,204.63,91.78,434
14225,1,Developing / Moderate,United Kingdom,435,4,2031.07,1167,70,507.77,291.75,262
14226,2,Recent High-Activity,United Kingdom,29,6,2985.13,1714,89,497.52,285.67,413
14227,2,Recent High-Activity,United Kingdom,27,15,6368.71,4048,246,424.58,269.87,643
14228,0,Inactive Low-Activity,United Kingdom,438,3,745.5,260,38,248.5,86.67,109
14229,1,Developing / Moderate,United Kingdom,52,7,2594.04,934,41,370.58,133.43,420
14230,0,Inactive Low-Activity,United Kingdom,436,3,979.8,246,27,326.6,82.0,113
14231,1,Developing / Moderate,United Kingdom,184,4,1235.62,610,66,308.91,152.5,267
14232,1,Developing / Moderate,United Kingdom,43,5,2048.07,1941,81,409.61,388.2,222
14233,2,Recent High-Activity,United Kingdom,50,7,2904.27,1261,42,414.9,180.14,595
14234,1,Developing / Moderate,United Kingdom,23,4,754.12,951,122,188.53,237.75,35
14235,2,Recent High-Activity,United Kingdom,76,9,4717.99,3014,107,524.22,334.89,544
14236,1,Developing / Moderate,United Kingdom,81,5,1555.34,774,39,311.07,154.8,425
14237,0,Inactive Low-Activity,United Kingdom,374,2,471.14,238,26,235.57,119.0,217
14238,1,Developing / Moderate,United Kingdom,327,3,434.23,189,13,144.74,63.0,408
14239,2,Recent High-Activity,United Kingdom,44,21,4263.17,1729,97,203.01,82.33,691
14240,1,Developing / Moderate,United Kingdom,31,3,1247.49,655,46,415.83,218.33,393
14241,1,Developing / Moderate,United Kingdom,184,2,333.7,242,12,166.85,121.0,513
14242,0,Inactive Low-Activity,United Kingdom,235,2,280.55,123,13,140.28,61.5,91
14243,2,Recent High-Activity,United Kingdom,9,17,7217.75,3631,235,424.57,213.59,468
14244,0,Inactive Low-Activity,United Kingdom,661,1,366.42,814,16,366.42,814.0,0
14245,1,Developing / Moderate,United Kingdom,220,2,1693.45,976,107,846.73,488.0,44
14246,1,Developing / Moderate,United Kingdom,111,3,1474.06,804,57,491.35,268.0,135
14247,1,Developing / Moderate,United Kingdom,279,5,753.56,378,82,150.71,75.6,273
14248,1,Developing / Moderate,United Kingdom,319,3,1032.95,692,41,344.32,230.67,197
14249,2,Recent High-Activity,United Kingdom,411,12,5400.46,2383,178,450.04,198.58,269
14250,1,Developing / Moderate,United Kingdom,8,3,1904.05,1200,94,634.68,400.0,82
14251,1,Developing / Moderate,United Kingdom,2,5,2879.7,1674,37,575.94,334.8,56
14252,0,Inactive Low-Activity,United Kingdom,382,1,350.99,111,10,350.99,111.0,0
14253,0,Inactive Low-Activity,United Kingdom,494,2,363.4,88,11,181.7,44.0,130
14254,0,Inactive Low-Activity,United Kingdom,433,1,601.03,263,23,601.03,263.0,0
14255,0,Inactive Low-Activity,United Kingdom,547,1,1000.63,1,1,1000.63,1.0,0
14256,1,Developing / Moderate,United Kingdom,261,5,2460.79,1147,100,492.16,229.4,434
14257,2,Recent High-Activity,United Kingdom,65,9,5954.45,3332,167,661.61,370.22,584
14258,2,Recent High-Activity,United Kingdom,10,25,32051.34,17488,97,1282.05,699.52,726
14259,0,Inactive Low-Activity,United Kingdom,142,1,120.0,68,5,120.0,68.0,0
14260,0,Inactive Low-Activity,United Kingdom,472,3,824.28,544,50,274.76,181.33,77
14261,1,Developing / Moderate,United Kingdom,51,2,1163.45,406,52,581.73,203.0,28
14262,1,Developing / Moderate,United Kingdom,9,8,2618.23,1645,87,327.28,205.62,232
14263,0,Inactive Low-Activity,United Kingdom,424,1,322.93,171,16,322.93,171.0,0
14264,1,Developing / Moderate,United Kingdom,155,6,1517.36,553,59,252.89,92.17,457
14265,1,Developing / Moderate,Unspecified,110,4,1373.35,715,74,343.34,178.75,503
14266,0,Inactive Low-Activity,United Kingdom,429,1,40.56,24,1,40.56,24.0,0
14267,1,Developing / Moderate,United Kingdom,163,3,1516.24,530,25,505.41,176.67,98
14268,0,Inactive Low-Activity,United Kingdom,471,1,354.85,147,19,354.85,147.0,0
14269,0,Inactive Low-Activity,United Kingdom,440,1,295.73,123,16,295.73,123.0,0
14270,0,Inactive Low-Activity,United Kingdom,332,1,492.65,197,29,492.65,197.0,0
14271,0,Inactive Low-Activity,United Kingdom,226,2,214.18,148,38,107.09,74.0,184
14272,1,Developing / Moderate,United Kingdom,74,4,920.81,1097,62,230.2,274.25,509
14273,1,Developing / Moderate,United Kingdom,52,4,559.97,264,22,139.99,66.0,191
14274,0,Inactive Low-Activity,United Kingdom,687,1,256.6,178,15,256.6,178.0,0
14275,1,Developing / Moderate,United Kingdom,396,6,1189.38,538,14,198.23,89.67,212
14276,2,Recent High-Activity,United Kingdom,99,7,2102.68,1406,75,300.38,200.86,562
14277,2,Recent High-Activity,France,16,9,17197.61,89806,334,1910.85,9978.44,711
14278,0,Inactive Low-Activity,United Kingdom,410,1,205.83,131,13,205.83,131.0,0
14279,0,Inactive Low-Activity,United Kingdom,521,2,191.86,46,3,95.93,23.0,161
14280,0,Inactive Low-Activity,United Kingdom,197,1,134.04,52,8,134.04,52.0,0
14281,0,Inactive Low-Activity,United Kingdom,409,1,245.15,45,7,245.15,45.0,0
14282,2,Recent High-Activity,United Kingdom,4,25,7250.76,5166,100,290.03,206.64,659
14283,0,Inactive Low-Activity,United Kingdom,464,4,628.44,550,36,157.11,137.5,106
14284,1,Developing / Moderate,United Kingdom,31,3,1299.65,510,59,433.22,170.0,623
14285,2,Recent High-Activity,United Kingdom,22,8,3284.42,954,48,410.55,119.25,710
14286,2,Recent High-Activity,United Kingdom,24,7,8479.76,8795,270,1211.39,1256.43,712
14287,1,Developing / Moderate,United Kingdom,9,3,176.63,261,9,58.88,87.0,190
14288,0,Inactive Low-Activity,United Kingdom,214,1,426.6,188,16,426.6,188.0,0
14289,1,Developing / Moderate,United Kingdom,9,6,911.26,292,33,151.88,48.67,281
14290,2,Recent High-Activity,United Kingdom,12,8,4516.56,1600,120,564.57,200.0,720
14291,2,Recent High-Activity,United Kingdom,2,23,7904.1,6146,241,343.66,267.22,729
14292,2,Recent High-Activity,United Kingdom,8,16,9226.25,3429,120,576.64,214.31,623
14293,2,Recent High-Activity,United Kingdom,4,9,2903.01,1558,88,322.56,173.11,726
14294,0,Inactive Low-Activity,United Kingdom,408,1,375.34,190,23,375.34,190.0,0
14295,2,Recent High-Activity,United Kingdom,41,5,2362.91,1029,66,472.58,205.8,691
14296,0,Inactive Low-Activity,United Kingdom,422,2,456.4,314,27,228.2,157.0,153
14297,1,Developing / Moderate,United Kingdom,18,4,1305.33,865,48,326.33,216.25,257
14298,2,Recent High-Activity,United Kingdom,9,82,91194.49,100272,1370,1112.13,1222.83,720
14299,2,Recent High-Activity,United Kingdom,9,27,14070.25,8136,164,521.12,301.33,729
14300,0,Inactive Low-Activity,United Kingdom,19,1,43.2,32,3,43.2,32.0,0
14301,1,Developing / Moderate,United Kingdom,118,4,1992.18,1686,37,498.05,421.5,549
14302,1,Developing / Moderate,United Kingdom,431,3,742.9,298,25,247.63,99.33,307
14303,0,Inactive Low-Activity,United Kingdom,408,2,277.94,218,21,138.97,109.0,27
14304,1,Developing / Moderate,United Kingdom,223,3,1725.01,775,69,575.0,258.33,348
14305,1,Developing / Moderate,United Kingdom,72,3,1858.96,1089,96,619.65,363.0,64
14306,2,Recent High-Activity,United Kingdom,52,6,3151.4,2065,43,525.23,344.17,626
14307,2,Recent High-Activity,United Kingdom,89,10,4287.92,2816,205,428.79,281.6,644
14308,0,Inactive Low-Activity,United Kingdom,550,2,1147.02,2,1,573.51,1.0,0
14309,2,Recent High-Activity,United Kingdom,9,11,3780.81,2583,125,343.71,234.82,542
14310,0,Inactive Low-Activity,United Kingdom,433,1,492.1,230,22,492.1,230.0,0
14311,1,Developing / Moderate,United Kingdom,243,2,516.45,235,31,258.23,117.5,325
14312,2,Recent High-Activity,United Kingdom,47,11,3090.29,1904,148,280.94,173.09,458
14314,1,Developing / Moderate,United Kingdom,107,2,229.8,332,10,114.9,166.0,324
14315,2,Recent High-Activity,United Kingdom,45,8,3197.82,1344,83,399.73,168.0,590
14316,1,Developing / Moderate,United Kingdom,423,5,1370.34,4494,21,274.07,898.8,208
14317,0,Inactive Low-Activity,United Kingdom,65,1,508.58,255,24,508.58,255.0,0
14318,0,Inactive Low-Activity,United Kingdom,461,1,158.02,152,9,158.02,152.0,0
14319,0,Inactive Low-Activity,United Kingdom,425,1,494.85,329,26,494.85,329.0,0
14320,1,Developing / Moderate,United Kingdom,207,5,1346.75,713,68,269.35,142.6,481
14321,2,Recent High-Activity,United Kingdom,11,7,2218.06,3275,162,316.87,467.86,463
14322,0,Inactive Low-Activity,United Kingdom,430,4,474.1,158,10,118.53,39.5,230
14323,1,Developing / Moderate,United Kingdom,115,2,605.06,350,32,302.53,175.0,124
14324,1,Developing / Moderate,United Kingdom,410,2,701.61,402,41,350.81,201.0,284
14325,0,Inactive Low-Activity,United Kingdom,570,1,245.48,320,18,245.48,320.0,0
14326,1,Developing / Moderate,United Kingdom,243,3,940.98,572,54,313.66,190.67,290
14327,2,Recent High-Activity,United Kingdom,164,6,1894.93,1296,99,315.82,216.0,537
14328,0,Inactive Low-Activity,United Kingdom,439,1,445.05,1,1,445.05,1.0,0
14329,2,Recent High-Activity,United Kingdom,18,15,9887.62,5913,349,659.17,394.2,706
14330,0,Inactive Low-Activity,United Kingdom,624,1,200.63,103,13,200.63,103.0,0
14331,1,Developing / Moderate,United Kingdom,125,2,462.66,252,27,231.33,126.0,11
14332,1,Developing / Moderate,United Kingdom,23,5,1917.41,875,47,383.48,175.0,394
14333,0,Inactive Low-Activity,United Kingdom,68,1,415.2,58,15,415.2,58.0,0
14334,2,Recent High-Activity,United Kingdom,17,12,4318.48,2986,148,359.87,248.83,552
14335,1,Developing / Moderate,Germany,17,2,454.86,375,55,227.43,187.5,80
14336,1,Developing / Moderate,United Kingdom,17,4,1614.91,1759,77,403.73,439.75,260
14338,1,Developing / Moderate,United Kingdom,162,3,928.1,622,43,309.37,207.33,375
14339,1,Developing / Moderate,United Kingdom,243,2,620.27,456,21,310.13,228.0,186
14340,0,Inactive Low-Activity,United Kingdom,219,1,134.7,58,6,134.7,58.0,0
14341,2,Recent High-Activity,United Kingdom,46,18,4452.02,2813,185,247.33,156.28,693
14342,1,Developing / Moderate,United Kingdom,22,6,918.44,521,27,153.07,86.83,451
14343,1,Developing / Moderate,United Kingdom,422,4,1079.66,626,193,269.92,156.5,269
14344,2,Recent High-Activity,United Kingdom,128,20,2993.05,1546,140,149.65,77.3,499
14345,0,Inactive Low-Activity,United Kingdom,39,1,108.98,50,6,108.98,50.0,0
14346,1,Developing / Moderate,United Kingdom,121,5,2315.75,1878,123,463.15,375.6,377
14347,0,Inactive Low-Activity,United Kingdom,737,1,82.6,48,6,82.6,48.0,0
14348,0,Inactive Low-Activity,United Kingdom,261,1,409.57,183,18,409.57,183.0,0
14349,0,Inactive Low-Activity,United Kingdom,11,1,133.5,86,31,133.5,86.0,0
14350,1,Developing / Moderate,United Kingdom,275,3,972.03,543,55,324.01,181.0,156
14351,0,Inactive Low-Activity,United Kingdom,165,1,51.0,12,1,51.0,12.0,0
14352,1,Developing / Moderate,United Kingdom,158,4,1078.96,538,44,269.74,134.5,116
14353,1,Developing / Moderate,United Kingdom,216,3,376.5,344,18,125.5,114.67,216
14354,0,Inactive Low-Activity,United Kingdom,6,2,163.62,210,9,81.81,105.0,25
14355,1,Developing / Moderate,United Kingdom,366,3,840.05,617,57,280.02,205.67,262
14356,1,Developing / Moderate,United Kingdom,80,2,701.23,277,33,350.62,138.5,2
14357,0,Inactive Low-Activity,United Kingdom,44,1,225.12,147,39,225.12,147.0,0
14358,0,Inactive Low-Activity,United Kingdom,390,2,400.06,338,21,200.03,169.0,39
14359,1,Developing / Moderate,United Kingdom,20,3,912.18,371,44,304.06,123.67,68
14360,1,Developing / Moderate,United Kingdom,32,4,2118.03,1139,104,529.51,284.75,63
14361,0,Inactive Low-Activity,United Kingdom,579,1,214.71,251,14,214.71,251.0,0
14362,0,Inactive Low-Activity,United Kingdom,23,1,151.5,96,37,151.5,96.0,0
14363,0,Inactive Low-Activity,United Kingdom,403,2,227.47,105,8,113.74,52.5,49
14364,1,Developing / Moderate,United Kingdom,109,8,3717.35,1967,61,464.67,245.88,103
14365,1,Developing / Moderate,United Kingdom,395,2,634.68,557,50,317.34,278.5,287
14366,0,Inactive Low-Activity,United Kingdom,526,1,136.0,16,1,136.0,16.0,0
14367,2,Recent High-Activity,United Kingdom,9,16,9227.82,4426,270,576.74,276.62,268
14368,0,Inactive Low-Activity,United Kingdom,320,1,155.0,36,8,155.0,36.0,0
14369,0,Inactive Low-Activity,United Kingdom,643,2,469.13,255,24,234.56,127.5,19
14370,1,Developing / Moderate,United Kingdom,451,6,1175.78,266,37,195.96,44.33,226
14371,0,Inactive Low-Activity,United Kingdom,296,1,100.5,34,4,100.5,34.0,0
14372,0,Inactive Low-Activity,United Kingdom,444,2,860.08,378,36,430.04,189.0,156
14373,0,Inactive Low-Activity,United Kingdom,359,1,76.55,17,4,76.55,17.0,0
14374,0,Inactive Low-Activity,United Kingdom,542,1,108.0,20,7,108.0,20.0,0
14375,1,Developing / Moderate,United Kingdom,186,3,1106.82,647,176,368.94,215.67,356
14376,0,Inactive Low-Activity,United Kingdom,684,1,215.46,50,17,215.46,50.0,0
14377,0,Inactive Low-Activity,United Kingdom,192,2,617.05,219,11,308.52,109.5,71
14378,0,Inactive Low-Activity,United Kingdom,622,1,131.25,57,9,131.25,57.0,0
14379,1,Developing / Moderate,United Kingdom,45,4,1265.16,712,93,316.29,178.0,436
14380,0,Inactive Low-Activity,United Kingdom,683,1,48.96,1,1,48.96,1.0,0
14381,1,Developing / Moderate,United Kingdom,53,2,625.94,449,104,312.97,224.5,399
14382,1,Developing / Moderate,United Kingdom,27,2,1193.63,1667,227,596.81,833.5,364
14383,1,Developing / Moderate,United Kingdom,39,3,1247.69,817,49,415.9,272.33,125
14384,0,Inactive Low-Activity,United Kingdom,501,1,58.5,30,3,58.5,30.0,0
14385,0,Inactive Low-Activity,United Kingdom,10,3,202.11,159,13,67.37,53.0,14
14386,0,Inactive Low-Activity,United Kingdom,297,1,142.4,54,7,142.4,54.0,0
14387,1,Developing / Moderate,United Kingdom,33,3,1727.6,795,125,575.87,265.0,77
14388,2,Recent High-Activity,United Kingdom,11,16,6388.2,4190,184,399.26,261.88,678
14389,1,Developing / Moderate,United Kingdom,66,5,1898.01,1388,48,379.6,277.6,525
14390,2,Recent High-Activity,United Kingdom,11,13,6150.03,2830,197,473.08,217.69,415
14391,0,Inactive Low-Activity,United Kingdom,577,1,135.6,168,14,135.6,168.0,0
14392,0,Inactive Low-Activity,United Kingdom,433,1,266.4,114,14,266.4,114.0,0
14393,0,Inactive Low-Activity,United Kingdom,219,1,67.95,13,5,67.95,13.0,0
14394,0,Inactive Low-Activity,United Kingdom,565,1,93.8,58,6,93.8,58.0,0
14395,2,Recent High-Activity,United Kingdom,3,20,7801.93,3872,320,390.1,193.6,598
14396,2,Recent High-Activity,United Kingdom,66,7,1969.38,959,202,281.34,137.0,672
14397,1,Developing / Moderate,United Kingdom,3,19,2612.96,1890,18,137.52,99.47,211
14398,0,Inactive Low-Activity,United Kingdom,402,2,707.79,267,50,353.89,133.5,126
14399,1,Developing / Moderate,United Kingdom,395,8,2108.21,965,119,263.53,120.62,280
14400,1,Developing / Moderate,United Kingdom,150,3,1732.47,1706,71,577.49,568.67,482
14401,2,Recent High-Activity,United Kingdom,5,22,6795.9,6401,171,308.9,290.95,721
14402,0,Inactive Low-Activity,United Kingdom,653,1,285.6,240,8,285.6,240.0,0
14403,1,Developing / Moderate,United Kingdom,131,6,1880.51,737,20,313.42,122.83,509
14404,2,Recent High-Activity,United Kingdom,34,13,2724.13,1577,123,209.55,121.31,686
14405,0,Inactive Low-Activity,United Kingdom,387,1,195.0,100,2,195.0,100.0,0
14406,0,Inactive Low-Activity,United Kingdom,120,1,156.75,77,8,156.75,77.0,0
14407,1,Developing / Moderate,United Kingdom,108,6,2157.73,1415,67,359.62,235.83,169
14408,2,Recent High-Activity,United Kingdom,11,11,4102.27,2438,63,372.93,221.64,722
14409,2,Recent High-Activity,United Kingdom,72,9,3427.29,2233,76,380.81,248.11,496
14410,2,Recent High-Activity,United Kingdom,93,11,2631.9,1369,307,239.26,124.45,345
14411,0,Inactive Low-Activity,United Kingdom,311,1,1063.0,196,14,1063.0,196.0,0
14412,1,Developing / Moderate,United Kingdom,43,3,1426.19,1428,75,475.4,476.0,382
14413,1,Developing / Moderate,United Kingdom,363,4,764.52,277,93,191.13,69.25,327
14414,1,Developing / Moderate,United Kingdom,92,8,2399.33,2877,99,299.92,359.62,283
14415,2,Recent High-Activity,United Kingdom,2,23,11980.09,6263,445,520.87,272.3,722
14416,1,Developing / Moderate,United Kingdom,23,2,490.22,326,13,245.11,163.0,20
14417,0,Inactive Low-Activity,United Kingdom,388,1,524.65,543,106,524.65,543.0,0
14418,1,Developing / Moderate,United Kingdom,4,3,1937.25,1711,114,645.75,570.33,105
14419,1,Developing / Moderate,United Kingdom,11,7,1254.64,552,118,179.23,78.86,372
14420,1,Developing / Moderate,United Kingdom,100,4,1639.17,1120,85,409.79,280.0,592
14421,2,Recent High-Activity,United Kingdom,58,6,2469.37,1342,72,411.56,223.67,634
14422,2,Recent High-Activity,United Kingdom,1,19,10271.52,6067,317,540.61,319.32,722
14423,1,Developing / Moderate,United Kingdom,219,3,916.61,419,12,305.54,139.67,476
14424,0,Inactive Low-Activity,United Kingdom,18,1,322.08,48,1,322.08,48.0,0
14425,1,Developing / Moderate,United Kingdom,435,3,661.39,325,35,220.46,108.33,303
14426,2,Recent High-Activity,United Kingdom,24,17,11727.94,7023,452,689.88,413.12,622
14427,1,Developing / Moderate,United Kingdom,51,4,1263.52,538,43,315.88,134.5,581
14428,1,Developing / Moderate,United Kingdom,8,5,1224.06,428,108,244.81,85.6,318
14429,0,Inactive Low-Activity,United Kingdom,404,1,516.28,286,22,516.28,286.0,0
14430,0,Inactive Low-Activity,United Kingdom,512,3,1220.9,446,29,406.97,148.67,96
14431,1,Developing / Moderate,United Kingdom,303,4,2614.2,1202,72,653.55,300.5,385
