CustomerID,Country,Recency,Frequency,MonetaryValue,TotalItems,UniqueProducts,AverageOrderValue,AverageItemsPerOrder,CustomerLifetimeDays
13471,United Kingdom,2,4,2501.84,1583,214,625.46,395.75,46
13472,United Kingdom,464,2,592.24,310,24,296.12,155.00,92
13473,United Kingdom,61,8,2657.76,1000,65,332.22,125.00,664
13474,United Kingdom,237,3,646.59,318,116,215.53,106.00,259
13475,United Kingdom,192,4,1431.78,1012,64,357.94,253.00,107
13476,United Kingdom,179,5,2061.47,713,86,412.29,142.60,466
13477,United Kingdom,38,11,2819.17,2091,112,256.29,190.09,646
13478,United Kingdom,470,5,2215.78,1189,114,443.16,237.80,208
13479,United Kingdom,201,4,851.37,716,45,212.84,179.00,277
13480,United Kingdom,417,2,627.82,362,40,313.91,181.00,263
13481,United Kingdom,46,11,3830.84,2055,162,348.26,186.82,690
13482,United Kingdom,233,2,336.09,187,20,168.04,93.50,395
13483,United Kingdom,66,1,140.34,160,10,140.34,160.00,0
13484,United Kingdom,242,3,790.72,224,38,263.57,74.67,398
13485,United Kingdom,234,11,3019.22,1798,131,274.47,163.45,503
13486,United Kingdom,79,3,1122.41,669,69,374.14,223.00,77
13487,United Kingdom,58,5,846.87,362,31,169.37,72.40,677
13488,United Kingdom,18,23,14205.96,7375,370,617.65,320.65,666
13489,United Kingdom,106,4,449.52,560,11,112.38,140.00,189
13490,United Kingdom,655,1,154.25,25,8,154.25,25.00,0
13491,United Kingdom,52,27,4467.66,2349,144,165.47,87.00,681
13492,Switzerland,137,3,1269.84,408,38,423.28,136.00,78
13493,Switzerland,276,2,618.63,380,6,309.31,190.00,12
13494,United Kingdom,312,1,316.26,162,18,316.26,162.00,0
13495,United Kingdom,8,10,4863.31,2465,59,486.33,246.50,725
13496,United Kingdom,11,2,653.33,341,28,326.67,170.50,349
13497,United Kingdom,283,6,1166.83,525,52,194.47,87.50,387
13498,United Kingdom,731,1,327.38,362,17,327.38,362.00,0
13499,United Kingdom,18,5,1159.11,1365,31,231.82,273.00,252
13500,United Kingdom,24,4,1466.30,838,77,366.57,209.50,378
13501,Switzerland,289,3,2885.11,1253,90,961.70,417.67,282
13502,United Kingdom,17,5,780.50,490,28,156.10,98.00,532
13503,United Kingdom,72,6,1859.24,1105,158,309.87,184.17,590
13504,United Kingdom,65,1,295.93,178,22,295.93,178.00,0
13505,Switzerland,73,4,4393.63,2486,182,1098.41,621.50,160
13506,United Kingdom,317,5,1338.08,942,55,267.62,188.40,144
13507,United Kingdom,4,4,2479.16,1597,146,619.79,399.25,142
13508,United Kingdom,244,2,287.05,180,27,143.53,90.00,399
13509,United Kingdom,9,8,1114.72,1214,27,139.34,151.75,499
13510,United Kingdom,2,11,4558.29,3044,176,414.39,276.73,717
13511,United Kingdom,677,1,282.76,60,5,282.76,60.00,0
13512,United Kingdom,261,4,713.39,419,31,178.35,104.75,323
13513,United Kingdom,127,3,824.59,364,32,274.86,121.33,529
13514,United Kingdom,74,4,815.90,288,15,203.98,72.00,609
13515,United Kingdom,73,6,1265.82,819,64,210.97,136.50,572
13516,United Kingdom,22,4,1685.26,1114,55,421.31,278.50,396
13517,United Kingdom,60,3,2128.42,1369,125,709.47,456.33,120
13518,United Kingdom,86,1,627.16,382,36,627.16,382.00,0
13519,United Kingdom,79,2,343.21,133,19,171.60,66.50,364
13520,Switzerland,59,11,6606.00,3179,81,600.55,289.00,664
13521,United Kingdom,2,3,1071.73,718,313,357.24,239.33,9
13522,United Kingdom,31,1,125.80,44,5,125.80,44.00,0
13523,United Kingdom,34,6,4534.57,1989,177,755.76,331.50,369
13524,United Kingdom,41,5,680.18,324,17,136.04,64.80,179
13525,United Kingdom,15,2,628.78,394,5,314.39,197.00,234
13526,United Kingdom,739,2,1182.00,1911,29,591.00,955.50,0
13527,United Kingdom,34,12,4541.29,2736,266,378.44,228.00,654
13529,United Kingdom,79,2,307.76,74,15,153.88,37.00,126
13530,United Kingdom,635,1,402.98,272,18,402.98,272.00,0
13531,United Kingdom,206,6,1433.07,497,44,238.84,82.83,531
13532,United Kingdom,34,1,210.31,129,66,210.31,129.00,0
13533,United Kingdom,183,3,269.09,202,61,89.70,67.33,85
13534,United Kingdom,3,35,7720.90,3869,163,220.60,110.54,518
13535,United Kingdom,403,1,89.50,10,1,89.50,10.00,0
13536,United Kingdom,2,7,3444.39,2126,91,492.06,303.71,74
13537,United Kingdom,426,2,717.85,337,38,358.93,168.50,26
13538,United Kingdom,44,12,3103.13,959,105,258.59,79.92,632
13539,United Kingdom,86,7,1569.36,710,69,224.19,101.43,505
13540,United Kingdom,468,3,632.39,189,26,210.80,63.00,188
13541,United Kingdom,428,2,785.25,279,10,392.62,139.50,143
13542,United Kingdom,377,17,3959.49,804,98,232.91,47.29,353
13543,United Kingdom,635,2,1439.61,329,37,719.81,164.50,53
13544,United Kingdom,40,6,790.20,331,219,131.70,55.17,605
13545,United Kingdom,391,2,364.93,252,54,182.47,126.00,154
13546,United Kingdom,13,5,1086.24,587,95,217.25,117.40,412
13547,United Kingdom,409,1,167.08,79,44,167.08,79.00,0
13548,United Kingdom,97,3,901.44,558,169,300.48,186.00,375
13549,United Kingdom,26,8,1005.80,554,44,125.72,69.25,362
13550,United Kingdom,384,1,342.55,430,40,342.55,430.00,0
13551,United Kingdom,320,2,244.20,36,5,122.10,18.00,347
13552,United Kingdom,67,22,6948.92,2630,162,315.86,119.55,592
13553,United Kingdom,675,1,499.60,201,85,499.60,201.00,0
13554,United Kingdom,381,7,1629.35,578,156,232.76,82.57,66
13555,United Kingdom,74,13,8891.84,4762,264,683.99,366.31,616
13556,United Kingdom,430,2,200.82,134,8,100.41,67.00,6
13557,United Kingdom,29,13,3032.26,2398,126,233.25,184.46,703
13558,United Kingdom,6,4,594.52,338,123,148.63,84.50,63
13559,United Kingdom,513,2,990.00,360,1,495.00,180.00,31
13560,United Kingdom,8,1,171.42,63,32,171.42,63.00,0
13561,United Kingdom,216,11,1803.40,1125,131,163.95,102.27,434
13562,United Kingdom,82,8,4838.18,1603,88,604.77,200.38,613
13563,United Kingdom,85,2,777.53,209,49,388.76,104.50,56
13564,United Kingdom,145,37,16498.97,8878,484,445.92,239.95,593
13565,United Kingdom,20,3,414.80,260,45,138.27,86.67,392
13566,United Kingdom,41,5,1688.60,1257,263,337.72,251.40,599
13567,United Kingdom,429,4,1079.29,643,180,269.82,160.75,113
13568,United Kingdom,174,1,187.05,66,41,187.05,66.00,0
13569,United Kingdom,18,4,726.54,345,140,181.63,86.25,411
13570,United Kingdom,244,1,239.49,161,27,239.49,161.00,0
13571,United Kingdom,13,26,4537.26,3191,263,174.51,122.73,719
13572,United Kingdom,206,1,1384.25,534,32,1384.25,534.00,0
13573,United Kingdom,51,6,904.52,647,73,150.75,107.83,587
13574,United Kingdom,412,1,404.45,304,84,404.45,304.00,0
13575,United Kingdom,24,5,732.07,449,41,146.41,89.80,153
13576,United Kingdom,11,28,11202.59,4506,145,400.09,160.93,721
13577,United Kingdom,26,11,3489.28,1661,102,317.21,151.00,700
13578,United Kingdom,410,1,147.66,127,9,147.66,127.00,0
13579,United Kingdom,15,5,1374.34,718,72,274.87,143.60,645
13580,United Kingdom,407,1,107.75,45,5,107.75,45.00,0
13581,United Kingdom,310,2,280.53,119,32,140.27,59.50,105
13582,United Kingdom,390,2,241.68,106,10,120.84,53.00,228
13583,United Kingdom,156,2,1445.03,1097,93,722.52,548.50,524
13584,United Kingdom,307,3,385.70,360,74,128.57,120.00,369
13585,United Kingdom,531,3,684.54,1386,29,228.18,462.00,208
13586,United Kingdom,542,1,127.28,38,20,127.28,38.00,0
13587,United Kingdom,64,4,1673.50,664,27,418.38,166.00,600
13588,United Kingdom,16,9,2478.95,2606,131,275.44,289.56,240
13589,United Kingdom,15,6,1120.74,293,48,186.79,48.83,719
13590,United Kingdom,12,18,6336.04,5271,255,352.00,292.83,727
13591,United Kingdom,65,7,2093.94,850,89,299.13,121.43,661
13592,United Kingdom,36,4,247.96,84,15,61.99,21.00,229
13593,United Kingdom,109,14,5493.29,2170,212,392.38,155.00,539
13594,United Kingdom,53,2,533.32,396,31,266.66,198.00,433
13595,United Kingdom,517,3,784.48,341,114,261.49,113.67,130
13596,United Kingdom,6,2,664.11,384,133,332.06,192.00,7
13597,United Kingdom,401,2,396.71,231,17,198.35,115.50,2
13598,United Kingdom,48,5,761.96,393,78,152.39,78.60,604
13599,United Kingdom,2,33,9811.04,6248,235,297.30,189.33,737
13600,United Kingdom,313,2,518.42,599,35,259.21,299.50,322
13601,United Kingdom,46,4,1159.99,957,160,290.00,239.25,501
13602,United Kingdom,65,4,1025.17,538,49,256.29,134.50,496
13603,United Kingdom,27,1,164.34,164,27,164.34,164.00,0
13604,United Kingdom,659,1,717.62,242,21,717.62,242.00,0
13605,United Kingdom,388,2,522.67,425,50,261.33,212.50,184
13606,United Kingdom,30,3,276.75,276,40,92.25,92.00,282
13607,United Kingdom,41,2,1075.81,466,110,537.90,233.00,362
13608,United Kingdom,541,1,232.05,110,31,232.05,110.00,0
13609,United Kingdom,594,1,167.35,19,7,167.35,19.00,0
13610,United Kingdom,13,14,2103.71,869,309,150.27,62.07,691
13611,United Kingdom,90,10,3297.93,1988,170,329.79,198.80,647
13612,United Kingdom,633,1,818.29,444,50,818.29,444.00,0
13613,United Kingdom,453,5,1039.85,445,50,207.97,89.00,208
13614,United Kingdom,25,6,2332.74,821,227,388.79,136.83,527
13615,United Kingdom,319,8,6272.53,2910,259,784.07,363.75,362
13616,United Kingdom,569,2,283.85,172,31,141.93,86.00,123
13617,United Kingdom,41,8,1278.75,593,48,159.84,74.12,455
13618,United Kingdom,174,1,177.34,246,13,177.34,246.00,0
13619,United Kingdom,545,2,224.94,79,39,112.47,39.50,130
13620,United Kingdom,529,1,112.34,74,5,112.34,74.00,0
13621,United Kingdom,117,1,213.85,343,19,213.85,343.00,0
13622,United Kingdom,697,1,658.95,379,32,658.95,379.00,0
13623,United Kingdom,31,10,2533.06,1010,211,253.31,101.00,707
13624,United Kingdom,389,1,462.08,820,22,462.08,820.00,0
13625,United Kingdom,597,1,301.26,144,21,301.26,144.00,0
13626,United Kingdom,253,2,707.04,398,44,353.52,199.00,127
13627,United Kingdom,60,7,2245.90,1632,118,320.84,233.14,581
13628,United Kingdom,677,1,310.14,106,16,310.14,106.00,0
13629,United Kingdom,24,19,13370.86,7722,28,703.73,406.42,643
13630,United Kingdom,6,7,2031.78,1391,51,290.25,198.71,280
13631,United Kingdom,100,11,3070.42,467,6,279.13,42.45,168
13632,United Kingdom,25,8,3645.81,1633,166,455.73,204.12,587
13634,United Kingdom,34,16,5033.77,2090,269,314.61,130.62,665
13635,United Kingdom,68,4,2999.16,1884,135,749.79,471.00,671
13636,United Kingdom,37,5,949.12,592,57,189.82,118.40,249
13637,United Kingdom,53,3,804.30,405,79,268.10,135.00,174
13638,United Kingdom,16,1,122.64,93,8,122.64,93.00,0
13639,United Kingdom,75,2,1346.27,997,49,673.13,498.50,362
13640,United Kingdom,612,1,405.00,108,4,405.00,108.00,0
13641,United Kingdom,641,5,1016.47,1098,41,203.29,219.60,94
13642,United Kingdom,216,4,472.20,231,93,118.05,57.75,217
13643,United Kingdom,32,10,2156.77,902,71,215.68,90.20,700
13644,United Kingdom,17,4,2624.26,2067,144,656.07,516.75,89
13645,United Kingdom,121,1,252.10,158,5,252.10,158.00,0
13646,United Kingdom,400,2,326.25,79,58,163.12,39.50,0
13647,United Kingdom,10,8,3041.68,1795,98,380.21,224.38,594
13648,United Kingdom,401,8,1764.02,960,95,220.50,120.00,338
13649,United Kingdom,257,6,1453.68,782,97,242.28,130.33,271
13650,United Kingdom,17,10,3288.00,1746,127,328.80,174.60,666
13651,United Kingdom,36,3,226.85,62,14,75.62,20.67,346
13652,United Kingdom,46,5,2262.05,1458,116,452.41,291.60,607
13653,United Kingdom,488,1,152.20,72,9,152.20,72.00,0
13654,United Kingdom,44,11,6308.00,4762,262,573.45,432.91,694
13655,United Kingdom,115,6,2280.51,1225,103,380.09,204.17,477
13656,United Kingdom,165,4,1078.85,862,81,269.71,215.50,431
13657,United Kingdom,11,2,382.14,209,16,191.07,104.50,191
13658,United Kingdom,10,9,6025.50,2171,164,669.50,241.22,663
13659,United Kingdom,206,12,4884.68,2527,224,407.06,210.58,455
13660,United Kingdom,401,1,306.64,136,39,306.64,136.00,0
13661,United Kingdom,604,1,325.24,118,17,325.24,118.00,0
13662,United Kingdom,86,11,2233.61,1169,126,203.06,106.27,573
13663,United Kingdom,180,5,2047.51,893,87,409.50,178.60,467
13665,United Kingdom,387,3,1711.66,1652,97,570.55,550.67,118
13666,United Kingdom,61,5,127.90,54,19,25.58,10.80,675
13667,United Kingdom,150,1,299.05,149,82,299.05,149.00,0
13668,United Kingdom,3,35,12948.48,6096,411,369.96,174.17,726
13669,United Kingdom,51,3,413.55,393,13,137.85,131.00,357
13670,United Kingdom,76,1,349.70,282,25,349.70,282.00,0
13671,United Kingdom,395,1,172.60,95,61,172.60,95.00,0
13672,United Kingdom,302,3,419.92,138,13,139.97,46.00,429
13673,United Kingdom,19,2,387.44,114,47,193.72,57.00,14
13674,United Kingdom,433,1,240.68,102,14,240.68,102.00,0
13675,United Kingdom,152,2,486.82,330,25,243.41,165.00,133
13676,United Kingdom,540,2,243.90,104,13,121.95,52.00,80
13677,United Kingdom,405,2,551.24,217,98,275.62,108.50,116
13678,United Kingdom,152,1,232.60,924,16,232.60,924.00,0
13679,United Kingdom,494,3,281.26,102,44,93.75,34.00,242
13680,United Kingdom,2,12,11419.67,5244,354,951.64,437.00,734
13681,United Kingdom,18,4,827.83,360,37,206.96,90.00,138
13682,United Kingdom,188,1,59.50,10,3,59.50,10.00,0
13683,United Kingdom,458,1,258.60,180,10,258.60,180.00,0
13684,United Kingdom,286,4,594.88,234,81,148.72,58.50,336
13685,United Kingdom,3,7,3119.44,5056,29,445.63,722.29,58
13686,United Kingdom,183,3,409.04,378,27,136.35,126.00,219
13687,United Kingdom,439,1,11880.84,87167,45,11880.84,87167.00,0
13688,United Kingdom,636,1,375.50,130,5,375.50,130.00,0
13689,United Kingdom,64,2,1259.50,722,6,629.75,361.00,381
13690,United Kingdom,60,1,172.25,67,9,172.25,67.00,0
13691,United Kingdom,397,1,212.78,145,54,212.78,145.00,0
13692,United Kingdom,25,5,3114.40,2101,83,622.88,420.20,396
13693,United Kingdom,375,9,2011.82,880,78,223.54,97.78,358
13694,United Kingdom,4,143,195640.69,188201,896,1368.12,1316.09,732
13695,United Kingdom,32,16,2770.73,1791,47,173.17,111.94,546
13696,United Kingdom,422,3,2020.40,552,24,673.47,184.00,245
13697,United Kingdom,39,1,151.30,177,12,151.30,177.00,0
13698,United Kingdom,597,2,451.73,227,31,225.87,113.50,85
13699,United Kingdom,156,2,764.15,219,33,382.07,109.50,395
13700,United Kingdom,27,13,2596.97,2786,163,199.77,214.31,644
13701,United Kingdom,447,1,161.00,80,9,161.00,80.00,0
13702,United Kingdom,446,1,135.18,74,5,135.18,74.00,0
13703,United Kingdom,319,2,425.56,128,36,212.78,64.00,97
13704,United Kingdom,6,9,2308.06,1531,111,256.45,170.11,83
13705,United Kingdom,8,7,1717.19,906,55,245.31,129.43,617
13706,United Kingdom,303,2,631.17,301,38,315.58,150.50,324
13707,United Kingdom,268,5,3365.86,2210,142,673.17,442.00,269
13708,United Kingdom,272,1,285.33,301,49,285.33,301.00,0
13709,United Kingdom,4,18,7571.35,4122,296,420.63,229.00,694
13710,United Kingdom,32,3,509.52,336,13,169.84,112.00,581
13711,United Kingdom,219,9,1792.26,819,80,199.14,91.00,506
13712,United Kingdom,247,2,766.42,1128,32,383.21,564.00,364
13713,United Kingdom,409,3,740.76,284,70,246.92,94.67,175
13714,United Kingdom,466,1,161.35,50,30,161.35,50.00,0
13715,United Kingdom,282,17,8153.04,4800,277,479.59,282.35,357
13716,United Kingdom,270,1,138.28,138,21,138.28,138.00,0
13717,United Kingdom,33,8,1763.30,2144,110,220.41,268.00,453
13718,United Kingdom,247,2,306.55,173,9,153.28,86.50,49
13719,United Kingdom,16,11,2783.08,1588,194,253.01,144.36,556
13720,United Kingdom,117,4,799.90,501,42,199.97,125.25,138
13721,United Kingdom,37,2,741.54,512,41,370.77,256.00,359
13722,United Kingdom,132,10,5635.41,3059,137,563.54,305.90,515
13723,United Kingdom,218,6,1194.08,593,51,199.01,98.83,394
13724,United Kingdom,638,1,213.01,130,39,213.01,130.00,0
13725,United Kingdom,50,8,1980.56,806,95,247.57,100.75,259
13726,United Kingdom,39,2,1079.66,1054,39,539.83,527.00,62
13727,United Kingdom,29,8,1074.15,368,74,134.27,46.00,702
13728,United Kingdom,37,16,2855.17,1269,75,178.45,79.31,694
13729,United Kingdom,436,3,724.73,419,36,241.58,139.67,249
13730,United Kingdom,136,2,752.60,488,38,376.30,244.00,26
13731,United Kingdom,220,2,610.59,278,36,305.30,139.00,27
13732,United Kingdom,29,1,491.86,498,33,491.86,498.00,0
13733,United Kingdom,411,2,487.03,335,28,243.52,167.50,325
13734,United Kingdom,509,4,6695.69,302,24,1673.92,75.50,94
13735,United Kingdom,25,13,9762.77,4135,362,750.98,318.08,702
13736,United Kingdom,6,7,2752.47,1549,325,393.21,221.29,728
13737,United Kingdom,201,1,339.60,125,29,339.60,125.00,0
13738,United Kingdom,397,1,434.78,237,88,434.78,237.00,0
13739,United Kingdom,19,2,292.20,76,6,146.10,38.00,509
13740,United Kingdom,241,5,1582.77,987,83,316.55,197.40,497
13741,United Kingdom,72,3,668.43,218,34,222.81,72.67,146
13742,United Kingdom,17,12,3107.87,1115,200,258.99,92.92,304
13743,United Kingdom,3,7,1341.60,1776,8,191.66,253.71,257
13744,United Kingdom,96,2,1080.52,1153,54,540.26,576.50,197
13745,United Kingdom,163,2,777.36,1146,46,388.68,573.00,384
13746,United Kingdom,414,1,176.69,83,9,176.69,83.00,0
13747,United Kingdom,374,2,169.80,60,4,84.90,30.00,51
13748,United Kingdom,96,9,2064.35,1028,40,229.37,114.22,643
13750,United Kingdom,54,11,3602.18,1370,51,327.47,124.55,564
13751,United Kingdom,289,1,296.25,152,9,296.25,152.00,0
13752,United Kingdom,125,7,1579.83,1005,75,225.69,143.57,403
13753,United Kingdom,288,4,2094.57,1450,64,523.64,362.50,449
13754,United Kingdom,152,3,447.05,315,16,149.02,105.00,286
13755,United Kingdom,4,9,2108.06,1242,232,234.23,138.00,60
13756,United Kingdom,3,23,8655.95,5138,142,376.35,223.39,722
13757,United Kingdom,675,1,195.55,54,8,195.55,54.00,0
13758,United Kingdom,12,15,8698.13,4667,213,579.88,311.13,727
13759,United Kingdom,34,2,659.41,287,24,329.71,143.50,38
13760,United Kingdom,55,5,1363.64,623,95,272.73,124.60,539
13761,United Kingdom,51,6,1952.17,1079,118,325.36,179.83,606
13762,United Kingdom,219,5,2472.48,2608,23,494.50,521.60,480
13763,United Kingdom,64,3,5217.44,3224,50,1739.15,1074.67,372
13764,United Kingdom,71,6,2919.62,2084,295,486.60,347.33,572
13765,United Kingdom,654,1,352.82,297,17,352.82,297.00,0
13766,United Kingdom,496,1,190.35,137,16,190.35,137.00,0
13767,United Kingdom,3,73,33903.57,14595,117,464.43,199.93,736
13768,United Kingdom,727,2,875.97,373,30,437.99,186.50,4
13769,United Kingdom,3,20,5478.12,2452,121,273.91,122.60,721
13770,United Kingdom,423,4,785.37,468,48,196.34,117.00,308
13771,United Kingdom,65,9,5728.82,3140,182,636.54,348.89,588
13772,United Kingdom,34,8,3100.02,1446,394,387.50,180.75,621
13773,United Kingdom,397,2,301.54,174,19,150.77,87.00,263
13774,United Kingdom,82,1,345.00,192,22,345.00,192.00,0
13775,United Kingdom,591,1,1049.66,455,63,1049.66,455.00,0
13776,United Kingdom,429,2,623.98,2,1,311.99,1.00,0
13777,United Kingdom,1,61,49638.26,23190,44,813.74,380.16,737
13778,United Kingdom,104,4,1124.49,511,33,281.12,127.75,462
13779,United Kingdom,516,1,161.13,53,27,161.13,53.00,0
13780,United Kingdom,8,3,732.07,479,90,244.02,159.67,400
13781,United Kingdom,251,3,778.83,300,56,259.61,100.00,471
13782,United Kingdom,13,13,1786.08,643,187,137.39,49.46,721
13783,United Kingdom,488,4,1542.09,3437,4,385.52,859.25,186
13784,United Kingdom,10,14,2910.23,2827,13,207.87,201.93,441
13785,United Kingdom,429,4,542.49,151,26,135.62,37.75,32
13786,United Kingdom,368,6,3127.99,1515,80,521.33,252.50,369
13787,United Kingdom,76,6,1222.50,998,71,203.75,166.33,619
13788,United Kingdom,506,1,3.75,1,1,3.75,1.00,0
13789,United Kingdom,389,1,239.46,258,18,239.46,258.00,0
13790,United Kingdom,5,1,348.80,748,45,348.80,748.00,0
13791,United Kingdom,128,2,1516.00,1200,7,758.00,600.00,41
13792,United Kingdom,67,3,383.95,156,23,127.98,52.00,356
13793,United Kingdom,647,1,96.00,52,7,96.00,52.00,0
13794,United Kingdom,547,1,126.03,63,9,126.03,63.00,0
13795,United Kingdom,389,4,836.30,1250,23,209.07,312.50,249
13796,United Kingdom,500,1,289.70,218,22,289.70,218.00,0
13797,United Kingdom,437,3,1179.45,573,71,393.15,191.00,211
13798,United Kingdom,2,110,75428.87,48187,168,685.72,438.06,730
13799,United Kingdom,117,9,2803.57,1539,64,311.51,171.00,528
13800,United Kingdom,310,3,1679.56,891,73,559.85,297.00,427
13801,United Kingdom,67,1,324.80,168,23,324.80,168.00,0
13802,United Kingdom,139,19,26259.11,14129,212,1382.06,743.63,523
13803,United Kingdom,256,3,1338.91,831,73,446.30,277.00,363
13804,United Kingdom,31,9,3161.12,1797,149,351.24,199.67,406
13805,United Kingdom,53,2,924.60,1900,10,462.30,950.00,77
13806,United Kingdom,64,1,256.38,56,10,256.38,56.00,0
13807,United Kingdom,368,3,422.20,116,24,140.73,38.67,368
13808,United Kingdom,6,5,1747.66,782,70,349.53,156.40,91
13809,Cyprus,306,3,679.70,281,23,226.57,93.67,155
13810,Germany,29,3,1499.01,312,32,499.67,104.00,28
13811,Germany,184,3,814.50,68,7,271.50,22.67,56
13812,Germany,43,3,539.00,333,33,179.67,111.00,63
13813,Germany,40,8,2765.47,1292,84,345.68,161.50,694
13814,Germany,93,3,2257.32,1214,56,752.44,404.67,435
13815,Germany,23,8,7475.74,5381,203,934.47,672.62,643
13816,Germany,24,2,571.67,269,25,285.84,134.50,41
13817,Germany,30,2,382.98,211,20,191.49,105.50,322
13818,United Kingdom,430,1,61.28,60,5,61.28,60.00,0
13819,United Kingdom,302,6,2642.35,2309,47,440.39,384.83,437
13820,United Kingdom,419,3,652.75,285,68,217.58,95.00,262
13821,United Kingdom,145,6,1379.08,477,158,229.85,79.50,560
13822,United Kingdom,6,2,632.00,611,90,316.00,305.50,35
13823,United Kingdom,19,7,3403.45,1564,108,486.21,223.43,706
13824,United Kingdom,33,12,3314.76,1442,59,276.23,120.17,605
13825,United Kingdom,622,2,255.59,182,38,127.80,91.00,109
13826,United Kingdom,177,1,189.50,82,10,189.50,82.00,0
13827,United Kingdom,58,3,409.80,138,83,136.60,46.00,86
13828,United Kingdom,23,1,209.49,311,15,209.49,311.00,0
13829,United Kingdom,422,1,102.00,12,1,102.00,12.00,0
13830,United Kingdom,582,1,156.85,47,11,156.85,47.00,0
13831,United Kingdom,17,18,6585.54,2393,121,365.86,132.94,713
13832,United Kingdom,20,2,609.89,420,54,304.94,210.00,403
13833,United Kingdom,160,2,700.41,243,43,350.20,121.50,245
13834,United Kingdom,577,2,324.19,221,15,162.09,110.50,93
13835,United Kingdom,26,7,1095.27,520,60,156.47,74.29,620
13836,United Kingdom,400,2,620.37,273,29,310.19,136.50,15
13837,United Kingdom,212,2,266.59,182,17,133.30,91.00,106
13838,United Kingdom,6,10,1690.07,694,328,169.01,69.40,574
13839,United Kingdom,487,1,139.95,25,7,139.95,25.00,0
13840,United Kingdom,417,1,651.40,358,40,651.40,358.00,0
13841,United Kingdom,253,1,85.00,100,1,85.00,100.00,0
13842,United Kingdom,59,18,5319.34,2716,214,295.52,150.89,603
13843,United Kingdom,382,1,319.75,145,18,319.75,145.00,0
13844,United Kingdom,12,1,361.62,196,20,361.62,196.00,0
13845,United Kingdom,65,1,312.98,182,9,312.98,182.00,0
13846,United Kingdom,25,4,1307.79,705,81,326.95,176.25,375
13847,United Kingdom,720,1,310.72,96,19,310.72,96.00,0
13848,United Kingdom,93,8,3015.00,9200,3,376.88,1150.00,638
13849,United Kingdom,52,5,3469.30,1883,189,693.86,376.60,573
13850,United Kingdom,130,1,1595.48,944,93,1595.48,944.00,0
13851,United Kingdom,96,8,4606.46,2525,111,575.81,315.62,584
13852,United Kingdom,611,1,187.35,85,11,187.35,85.00,0
13853,United Kingdom,58,1,1090.14,312,23,1090.14,312.00,0
13854,United Kingdom,9,39,11944.56,3642,61,306.27,93.38,692
13855,United Kingdom,501,4,1310.34,575,64,327.59,143.75,231
13856,United Kingdom,169,11,1142.03,1105,33,103.82,100.45,451
13857,United Kingdom,394,6,1001.01,782,99,166.84,130.33,178
13858,United Kingdom,58,1,216.17,75,11,216.17,75.00,0
13859,United Kingdom,327,2,515.86,167,34,257.93,83.50,203
13860,United Kingdom,2,5,1245.90,591,58,249.18,118.20,85
13861,United Kingdom,430,2,273.26,225,21,136.63,112.50,101
13862,United Kingdom,19,9,2556.09,1927,113,284.01,214.11,371
13863,United Kingdom,248,4,1239.55,553,59,309.89,138.25,346
13864,United Kingdom,387,1,662.40,192,1,662.40,192.00,0
13865,United Kingdom,59,4,501.56,204,26,125.39,51.00,231
13866,United Kingdom,75,1,145.67,57,7,145.67,57.00,0
13867,United Kingdom,32,3,1005.09,501,51,335.03,167.00,187
13868,United Kingdom,8,2,3192.54,1964,32,1596.27,982.00,31
13869,United Kingdom,124,10,7996.87,4302,502,799.69,430.20,568
13870,United Kingdom,3,15,5712.08,3449,159,380.81,229.93,667
13871,United Kingdom,23,17,7885.85,3502,183,463.87,206.00,697
13872,United Kingdom,528,3,919.57,339,51,306.52,113.00,198
13873,United Kingdom,120,8,1038.92,472,55,129.87,59.00,527
13874,United Kingdom,359,7,2049.15,864,46,292.74,123.43,315
13875,United Kingdom,54,14,4814.37,3072,159,343.88,219.43,669
13876,United Kingdom,64,1,122.70,36,7,122.70,36.00,0
13877,United Kingdom,87,3,449.68,478,23,149.89,159.33,603
13878,United Kingdom,55,4,2416.90,927,93,604.23,231.75,550
13879,United Kingdom,646,1,395.50,204,25,395.50,204.00,0
13880,United Kingdom,22,17,4293.86,2535,148,252.58,149.12,541
13881,United Kingdom,4,43,45179.10,29760,182,1050.68,692.09,642
13882,United Kingdom,3,5,1191.13,953,54,238.23,190.60,62
13883,United Kingdom,11,15,6560.02,3584,200,437.33,238.93,721
13884,United Kingdom,8,10,1825.03,752,108,182.50,75.20,463
13885,United Kingdom,190,2,506.80,182,28,253.40,91.00,11
13886,United Kingdom,72,1,243.56,126,16,243.56,126.00,0
13887,United Kingdom,205,1,349.55,147,19,349.55,147.00,0
13888,United Kingdom,120,7,2001.59,795,124,285.94,113.57,456
13889,United Kingdom,93,6,1991.23,979,57,331.87,163.17,594
13890,United Kingdom,2,14,2927.38,1392,100,209.10,99.43,732
13891,United Kingdom,379,3,859.21,476,97,286.40,158.67,204
13892,United Kingdom,27,6,1267.65,3125,33,211.27,520.83,549
13893,United Kingdom,298,1,821.10,190,21,821.10,190.00,0
13894,United Kingdom,24,3,564.62,354,25,188.21,118.00,287
13895,United Kingdom,29,6,4008.52,2060,154,668.09,343.33,708
13896,United Kingdom,626,1,388.55,149,21,388.55,149.00,0
13897,United Kingdom,51,3,1160.72,820,58,386.91,273.33,627
13898,United Kingdom,326,2,686.40,544,43,343.20,272.00,86
